source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5603 DR300+ (05),850,nm,           ,,,,,274.40,105.84,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,M3 DR,870,nm,,,,,,278.27,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,M3 DR TS525,,,,,,,,278.23,107.53,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,M3 NPL TS635,,,,,,,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,S3 DR,660,nm,400.044544,MHz,0.37,m,,278.27,,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,S3 DR300+,,,           ,,,,,278.30,107.54,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,S6 DR300+,870,nm,,,,,,273.61,105.72,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,SR DR Plus,905,nm,,,,,,273.13,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,S6 High Precision,660,nm,400.044544,MHz,0.37,m,,278.27,107.52,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,S8 High Precision,660,nm,400.044544,MHz,0.37,m,,278.27,107.52,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,S8 DR Plus,905,nm,,,,,,273.13,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,VX DR 300+,870,nm,,,,,,273.61,,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,VX DR Plus,905,nm,,,,,,273.13,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,SPS 730 DR300+,,,           ,,,,,274.00,105.72,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,SPS 930 DR300+,,,           ,,,,,274.00,105.72,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELDI 1,,,           ,,10,m,,0.00,0.00,,,10,mm,20,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELDI 2,,,14.98580,MHz,10,m,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELDI 3,,,14.98510,MHz,10,m,,0.00,0.00,,,15,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELDI 4,,,14.98580,MHz,10,m,,0.00,0.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELDI 10,,,14.9858,MHz,10,m,,,,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,SM 4,,,15.00000,MHz,10,m,,260.40,105.50,,,10,mm,20,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,SM 41,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,E Elta 3,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,E Elta 4,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,E Elta 6,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELTA 2,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELTA 3,,,14.98580,MHz,10,m,,0.00,0.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELTA 4,,,14.98580,MHz,10,m,,0.00,0.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELTA 20,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,ELTA 46 R,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,Elta R,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,RETA,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,RECOTA,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Zeiss,RSM 3,,,,,10,m,,,,,,,,,,
CR Kennedy,Leica,DI3000,865,nm,14.98540374,MHz,10,m,1.00028,281.55,79.33,,ph,6,mm,2,ppm,2
CR Kennedy,Leica,DI1000,865,nm,7.492701868,MHz,20,m,1.00028,281.55,79.33,,ph,10,mm,10,ppm,2
CR Kennedy,Leica,DI1001,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,10,mm,10,ppm,2
CR Kennedy,Leica,DI1600,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,4,ppm,2
CR Kennedy,Leica,DI2002,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2
CR Kennedy,Leica,TC1010,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,4,ppm,2
CR Kennedy,Leica,TC1610,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,4,ppm,2
CR Kennedy,Leica,TC500,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,10,mm,10,ppm,2
CR Kennedy,Leica,TC600,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,6,ppm,2
CR Kennedy,Leica,TC605,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,6,ppm,2
CR Kennedy,Leica,TC805,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,TCM1100,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,TCA1500,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,TC1700,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,TCM1800,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,4,ppm,2
CR Kennedy,Leica,TC2000,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2
CR Kennedy,Leica,TC2002,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2
CR Kennedy,Leica,TCA2003,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2
CR Kennedy,Leica,"TPS5000 (TM, TDA, TDM) eg.TM5000, TM5100A, TDA5005",850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,0.4,mm,,,2
CR Kennedy,Leica,"TPS100 (TC110 / C, TCR110C) eg.TCR110",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,"TPS300 (TC, TCR) eg.TCR305",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,"TPS400 (TC, TCR) eg.TCR407",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,"TPS700 (TC, TCR, TCAuto, TCRAuto) eg.TCR703Auto",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,"TPS800 (TC,TCR) eg.TCR803",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,"TPS1100 (& plus) (TC, TCR, TCM, TCRM, TCA, TCRA) eg.TCRM1103, TCA1105",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,"TPS1200 (TC, TCR, TCM, TCRM, TCA, TCRA, TCP, TCRP) eg.TC1205, TCRA1203, TCP1201",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2
CR Kennedy,Leica,"TPS400/800NEW EDM since 2007 (TC, TCR, TCRM) eg.TC405, TCR805",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2
CR Kennedy,Leica,"TPS1200+ NEW EDM since 2007 (TC, TCR, TCRM, TCA, TCRA, TCP, TCRP) eg.TCR1205+, TCRA1203+, TCP1201+",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2
CR Kennedy,Leica,"TS30 & TM30 (TS30, TM30) eg.TS30, TM30",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,1.2,mm,2,ppm,2
CR Kennedy,Leica,"Nova (TS50,TM50, TS60, ) eg.",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,1.2,mm,2,ppm,2
CR Kennedy,Leica,"Nova (MS50, MS60) eg.",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2
CR Kennedy,Leica,"Viva (All) eg.TS11, TS15TS16",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2
CR Kennedy,Leica,"FlexLine (TS02) eg.TS02 Ultra - 5""",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,3,mm,4,ppm,2
CR Kennedy,Leica,FlexLine (TS06) eg.,658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,3,mm,4,ppm,2
CR Kennedy,Leica,FlexLine (TS09) eg.,658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2
